Variable:,tas
,Annual,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
"Santa Venera",19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Fgura,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
"Santa Lucija",19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Dingli,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Sannat,19.44,12.73,12.50,14.12,16.43,19.90,23.90,26.66,27.35,24.89,21.90,17.97,14.47
Bormla,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
"San Pawl Ii-bahar",19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
"San Lawrenz",19.44,12.73,12.50,14.12,16.43,19.90,23.90,26.66,27.35,24.89,21.90,17.97,14.47
"San Gwann",19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
"San Giljan",19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Safi,19.63,12.83,12.60,14.33,16.64,20.06,24.18,26.98,27.60,25.10,22.09,18.05,14.55
Ghaxaq,19.87,13.14,12.97,14.73,17.04,20.29,24.27,26.99,27.77,25.38,22.33,18.28,14.77
Ghasri,19.44,12.73,12.50,14.12,16.43,19.90,23.90,26.66,27.35,24.89,21.90,17.97,14.47
Gharghur,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Gharb,19.44,12.73,12.50,14.12,16.43,19.90,23.90,26.66,27.35,24.89,21.90,17.97,14.47
Ghajnsielem,19.44,12.73,12.50,14.12,16.43,19.90,23.90,26.66,27.35,24.89,21.90,17.97,14.47
Sliema,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Fontana,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Siggiewi,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Isla,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
"Zebbug (gozo)",19.44,12.73,12.50,14.12,16.43,19.90,23.90,26.66,27.35,24.89,21.90,17.97,14.47
Iklin,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Zabbar,19.87,13.14,12.97,14.73,17.04,20.29,24.27,26.99,27.77,25.38,22.33,18.28,14.77
Hamrun,19.57,12.76,12.51,14.23,16.55,20.01,24.16,26.97,27.56,25.03,22.04,18.00,14.50
Xghajra,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Gzira,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Xewkija,19.44,12.73,12.50,14.12,16.43,19.90,23.90,26.66,27.35,24.89,21.90,17.97,14.47
Gudja,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Xaghra,19.44,12.73,12.50,14.12,16.43,19.90,23.90,26.66,27.35,24.89,21.90,17.97,14.47
Valletta,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Tarxien,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
"Ta' Xbiex",19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Luqa,19.63,12.83,12.60,14.33,16.65,20.07,24.18,26.98,27.60,25.10,22.10,18.05,14.55
Lija,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Kirkop,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Kercem,19.44,12.73,12.50,14.12,16.43,19.90,23.90,26.66,27.35,24.89,21.90,17.97,14.47
Kalkara,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
"Zebbug (malta)",19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Mgarr,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Mellieha,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Mdina,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Marsaxlokk,19.87,13.14,12.97,14.73,17.04,20.29,24.27,26.99,27.77,25.38,22.33,18.28,14.77
Marsascala,19.87,13.14,12.97,14.73,17.04,20.29,24.27,26.99,27.77,25.38,22.33,18.28,14.77
Marsa,19.61,12.80,12.57,14.30,16.61,20.05,24.17,26.98,27.59,25.08,22.08,18.03,14.53
Munxar,19.44,12.73,12.50,14.12,16.43,19.90,23.90,26.66,27.35,24.89,21.90,17.97,14.47
Msida,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Mqabba,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
Mosta,19.56,12.74,12.50,14.22,16.54,20.00,24.15,26.97,27.55,25.02,22.03,17.99,14.49
