Variable:,tas
,Annual,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
"Bashkortostan Rep.",3.36,-13.87,-12.95,-5.73,5.01,13.16,17.65,19.57,17.46,11.54,4.13,-5.01,-11.68
"Vladimirskaya Oblast",5.53,-8.34,-7.85,-2.33,6.47,13.61,17.28,19.36,17.63,12.11,5.39,-1.66,-6.20
"Astrakhanskaya Oblast",10.62,-4.59,-3.91,2.36,11.13,18.38,23.54,25.87,24.56,18.07,10.58,2.79,-2.36
"Ustordynskiy Buryatskiy Okrug",-0.87,-22.06,-17.48,-8.23,1.76,8.49,14.99,18.03,15.38,8.43,0.05,-11.17,-19.61
"Arkhangelskaya Oblast",1.75,-12.25,-11.39,-5.64,1.03,7.66,13.01,16.28,13.77,8.72,2.29,-4.40,-9.02
"Amurskaya Oblast",-3.56,-28.36,-22.80,-12.59,-0.16,8.78,15.56,18.53,15.92,8.75,-2.01,-17.46,-28.11
"Altayskiy Kray",3.23,-15.38,-12.98,-5.84,5.29,12.96,18.39,19.91,17.79,11.65,4.49,-5.78,-12.73
"Kurganskaya Oblast",3.01,-15.39,-13.61,-5.75,5.38,13.20,17.99,19.47,17.21,11.26,4.18,-5.99,-12.87
"Krasnoyarskiy Kray",-2.03,-22.04,-18.91,-9.90,-0.99,6.42,14.67,17.65,14.41,7.58,-1.25,-12.97,-20.15
"Ulyanovskaya Oblast",5.55,-10.07,-9.46,-3.49,6.52,14.75,18.77,20.88,19.29,13.09,5.79,-2.32,-8.11
"Krasnodarskiy Kray",11.75,-0.38,0.52,5.11,11.43,16.82,21.09,23.75,23.53,18.28,12.06,6.25,1.72
"Udmurtiya Rep.",3.63,-12.26,-11.06,-4.47,4.55,12.62,17.16,19.36,16.75,10.92,3.83,-4.51,-10.30
"Kostromskaya Oblast",3.90,-10.45,-9.39,-3.59,4.43,11.69,15.98,18.44,16.07,10.42,3.69,-3.36,-8.06
"Tyva Rep.",-4.17,-27.68,-23.65,-13.80,-0.88,6.63,12.92,15.25,12.82,6.75,-2.02,-13.97,-23.56
"Altay Rep.",-0.97,-17.69,-15.03,-8.42,0.68,6.99,12.42,14.43,12.38,6.71,-0.60,-9.51,-14.96
"Koryakskiy Okrug",-5.47,-21.73,-20.38,-16.00,-9.13,0.58,8.26,11.84,10.40,5.38,-3.66,-12.68,-19.50
"Tyumenskaya Oblast",1.34,-17.59,-15.47,-6.96,3.09,11.03,16.77,18.68,15.84,9.85,2.66,-8.08,-14.87
"Aginskiy Buryatskiy A. Okrug",-1.12,-24.03,-18.44,-9.03,1.65,9.54,16.10,18.83,16.38,9.27,-0.35,-12.76,-21.71
"Komi-permyatskiy Okrug",2.19,-13.95,-12.16,-4.95,2.98,10.38,15.71,18.23,14.98,9.26,2.40,-5.99,-11.58
"Tverskaya Oblast",5.22,-7.74,-6.99,-2.35,5.36,12.26,15.95,18.14,16.58,11.34,5.45,-0.91,-5.23
"Adygeya Rep.",11.13,-0.16,0.78,4.95,10.53,15.44,19.51,22.24,22.27,17.43,11.77,6.26,1.78
"Komi Rep.",-0.74,-17.06,-15.47,-8.08,-1.29,5.90,12.58,16.16,12.63,7.35,-0.01,-8.65,-13.95
"Tulskaya Oblast",6.14,-7.29,-6.96,-1.82,7.06,13.96,17.54,19.52,18.22,12.52,6.02,-0.77,-5.18
"Tomskaya Oblast",0.08,-19.20,-16.36,-7.61,1.14,8.89,16.10,18.49,15.39,8.95,1.00,-10.04,-16.88
"Leningradskaya Oblast",5.09,-6.98,-6.92,-2.37,4.32,10.78,15.07,18.00,16.36,11.38,5.12,-0.32,-4.23
"Administrative unit not available",12.84,0.42,1.00,5.29,11.39,17.72,23.37,25.75,25.24,20.09,13.77,6.79,2.38
"Kurskaya Oblast",7.27,-6.19,-5.70,-0.46,8.39,14.94,18.47,20.39,19.43,13.67,7.03,0.44,-4.09
"Novgorodskaya Oblast",5.33,-7.06,-6.70,-2.15,5.10,11.85,15.57,18.05,16.46,11.43,5.41,-0.36,-4.46
"Name Unknown",11.17,-2.70,-1.89,3.67,11.31,17.66,22.19,24.87,24.11,18.28,11.34,4.62,-0.32
"Murmanskaya Oblast",0.43,-10.53,-10.84,-6.54,-1.66,3.73,9.21,13.03,11.32,7.18,1.12,-4.16,-7.46
Moskva,6.10,-6.71,-6.25,-1.18,6.79,13.46,17.06,19.20,17.67,12.04,5.79,-0.69,-4.77
"Moskovskaya Oblast",5.87,-7.29,-6.81,-1.70,6.53,13.42,17.02,19.11,17.58,12.04,5.73,-0.92,-5.17
"Mordoviya Rep.",5.43,-9.42,-8.70,-3.37,6.23,14.08,17.86,20.06,18.51,12.58,5.66,-1.91,-7.32
"Yevreyskaya A. Oblast",1.43,-22.26,-17.32,-7.26,4.54,12.36,18.11,21.41,19.41,13.17,3.80,-9.40,-20.54
"Chelyabinskaya Oblast",3.14,-14.56,-13.30,-5.79,5.17,13.03,17.71,19.42,17.35,11.36,4.07,-5.44,-12.41
"Mariy-el Rep.",4.57,-10.66,-9.68,-3.66,5.28,13.31,17.48,19.74,17.59,11.63,4.56,-3.15,-8.57
"Yaroslavskaya Oblast",4.91,-8.69,-8.05,-2.55,5.29,12.41,16.30,18.69,16.76,11.30,4.80,-1.92,-6.27
"Chechnya Rep.",10.34,-2.92,-1.68,3.38,9.87,15.54,20.65,23.32,22.97,17.78,11.22,4.19,-0.99
"Magadanskaya Oblast",-10.10,-32.41,-29.98,-22.15,-10.86,1.04,9.09,11.84,9.28,2.93,-8.67,-22.18,-30.44
"Yamalo-nenetskiy Okrug",-6.11,-23.66,-22.52,-15.69,-9.21,-1.06,8.32,13.23,11.12,5.21,-3.91,-15.48,-20.81
"Buryatiya Rep.",-4.40,-26.37,-21.68,-12.75,-2.26,5.35,12.36,15.38,13.03,5.80,-3.42,-15.47,-23.86
"Lipetskaya Oblast",6.66,-7.26,-7.17,-1.72,7.94,14.85,18.45,20.35,19.19,13.41,6.54,-0.48,-5.12
"Voronezhskaya Oblast",7.64,-6.61,-6.26,-0.63,8.96,15.71,19.55,21.48,20.51,14.62,7.46,0.41,-4.43
"Nizhegorodskaya Oblast",4.91,-9.71,-8.74,-3.19,5.67,13.26,17.18,19.46,17.54,11.72,4.87,-2.51,-7.59
"Nenetskiy Okrug",-5.06,-18.24,-17.84,-13.60,-9.02,-1.81,5.50,10.12,8.05,3.97,-3.18,-10.73,-14.86
